kabupaten_kota,tahun,rasio_murid_per_guru_sd,rasio_murid_per_guru_smp,rasio_murid_per_guru_sma,rasio_murid_per_guru_smk,Jenjang_Terlemah,Prediksi_Jenjang_Terlemah
Kota Sabang,2018,10.0,6.701680672268908,8.521008403361344,6.372093023255814,SD,SD
Kota Sabang,2019,9.616707616707616,6.5875,10.55,7.975,SMA,SMA
Kota Sabang,2020,9.6848635235732,6.0505836575875485,11.254901960784315,8.195121951219512,SMA,SMA
Kota Sabang,2021,9.56,6.670886075949367,11.904761904761905,9.763157894736842,SMA,SMA
Kota Sabang,2022,9.596009975062344,7.013274336283186,10.972477064220184,8.25,SMA,SMA
Kota Sabang,2023,9.464646464646465,7.301369863013699,11.759615384615385,8.466666666666667,SMA,SMA
Kota Sabang,2024,9.353846153846154,7.23394495412844,11.141592920353983,8.577777777777778,SMA,SMA
Kota Sabang,2025,9.380829015544041,7.631578947368421,11.537037037037036,8.73913043478261,SMA,SMA
Kota Subulussalam,2016,12.972162740899357,13.215873015873015,15.21359223300971,13.683168316831683,SMA,SMA
Kota Subulussalam,2017,12.99322033898305,13.748407643312103,13.899563318777293,12.163793103448276,SMA,SMA
Kota Subulussalam,2018,13.527167630057804,13.122641509433961,13.787755102040816,11.65625,SMA,SMA
Kota Subulussalam,2019,12.972162740899357,13.81437125748503,13.845528455284553,11.323741007194245,SMA,SMA
Kota Subulussalam,2020,12.894957983193278,12.760445682451254,12.106060606060606,10.61744966442953,SD,SMA
Kota Subulussalam,2021,12.710607621009268,13.044321329639889,12.512195121951219,9.396341463414634,SMP,SMP
Kota Subulussalam,2022,11.907265774378585,11.525252525252526,11.815686274509805,8.163742690058479,SD,SD
Kota Subulussalam,2023,11.757129714811407,10.929411764705883,11.073260073260073,7.14207650273224,SD,SD
Kota Subulussalam,2024,11.617021276595745,10.875862068965517,11.598513011152416,6.956756756756757,SD,SD
Kota Subulussalam,2025,11.481067125645438,10.251572327044025,11.195804195804195,7.158469945355192,SD,SD
